farm,animal_id,tag,obs,gender,weight,depth,partition,exp,interval,jobs,train_size,w_pred,abse,mbse,sque,mape,vi
Farm A,PE0t2BU9p9bjXYCqffyo,0035,,1,29.85,0035_3124_2025_01_25_10_52_21_225149_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[55],1578,26.46195,3.388049697875978,3.388049697875978,11.478880755277507,0.11350250244140629,19.145433
Farm A,PE0t2BU9p9bjXYCqffyo,0035,,1,29.85,0035_3122_2025_01_25_10_52_21_031568_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[55],1578,34.331486,-4.481485748291014,4.481485748291014,20.083714512135472,0.15013352590589663,19.145433
Farm A,PE0t2BU9p9bjXYCqffyo,0035,,1,29.85,0035_3123_2025_01_25_10_52_21_130927_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[55],1578,32.93166,-3.0816596984863267,3.0816596984863267,9.496626497274837,0.10323818085381328,19.145433
Farm A,PE0t2BU9p9bjXYCqffyo,0035,,1,29.85,0035_3121_2025_01_25_10_52_20_924383_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[55],1578,32.508865,-2.658865356445311,2.658865356445311,7.069564983705051,0.08907421629632532,19.145433
Farm A,POwChBmKnJiUjAdX3PFB,982,,1,17.9,982_2544_2025_01_25_10_49_16_703475_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[46],1578,20.853977,-2.953977203369142,2.953977203369142,8.725981318024578,0.16502665940609734,13.03562
Farm A,POwChBmKnJiUjAdX3PFB,982,,1,17.9,982_2542_2025_01_25_10_49_16_472602_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[46],1578,16.135185,1.7648147583007798,1.7648147583007798,3.11457113111624,0.09859300325702682,13.03562
Farm A,POwChBmKnJiUjAdX3PFB,982,,1,17.9,982_2543_2025_01_25_10_49_16_604400_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[46],1578,19.727661,-1.8276611328125014,1.8276611328125014,3.340345216393476,0.10210397390013976,13.03562
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2262_2025_01_25_10_47_24_254741_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[41],1578,9.759473,5.740527153015137,5.740527153015137,32.95365199450407,0.3703565905171056,18.521236
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2260_2025_01_25_10_47_24_054609_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[41],1578,11.336759,4.163241386413574,4.163241386413574,17.33257884154682,0.2685962184782951,18.521236
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2261_2025_01_25_10_47_24_153240_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[41],1578,12.295357,3.2046432495117188,3.2046432495117188,10.269738356641028,0.2067511773878528,18.521236
Farm A,k1rtm0aBNCYmWmPJ8XsY,502,,1,15.5,502_2263_2025_01_25_10_47_24_640278_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[41],1578,15.105171,0.39482879638671875,0.39482879638671875,0.155889778456185,0.025472825573336695,18.521236
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4483_2025_01_25_11_03_31_111486_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[85],1578,12.440047,1.4599527359008793,1.4599527359008793,2.1314619910644623,0.10503257092812081,8.537013
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4484_2025_01_25_11_03_31_210633_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[85],1578,14.432064,-0.532064056396484,0.532064056396484,0.28309216010908095,0.038277989668811796,8.537013
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4482_2025_01_25_11_03_30_988203_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[85],1578,14.98557,-1.0855699539184567,1.0855699539184567,1.17846212485052,0.07809855783586019,8.537013
Farm A,uGIfTxI5NjqvKLLsShT4,999,,0,13.9,999_4485_2025_01_25_11_03_31_309990_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[85],1578,13.101776,0.7982238769531254,0.7982238769531254,0.6371613577380782,0.05742617819806657,8.537013
Farm B,4tg3h8aawaTNkMgRxtgz,0607az,,1,45.4,0607az_11483_2025_01_25_17_14_14_314574_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[184],1578,45.672615,-0.27261505126953267,0.27261505126953267,0.07431896617868992,0.006004736812104244,4.139029
Farm B,4tg3h8aawaTNkMgRxtgz,0607az,,1,45.4,0607az_11485_2025_01_25_17_14_14_514472_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[184],1578,42.897,2.503000640869139,2.503000640869139,6.2650122081913215,0.05513217270636871,4.139029
Farm B,4tg3h8aawaTNkMgRxtgz,0607az,,1,45.4,0607az_11484_2025_01_25_17_14_14_419178_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[184],1578,46.436634,-1.0366340637207045,1.0366340637207045,1.0746101820661018,0.022833349421160894,4.139029
Farm B,5pZoDj1jb4rsoRWIplYU,0515vd,,1,46.65,0515vd_11579_2025_01_25_17_14_39_794814_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[185],1578,42.439453,4.210546874999999,4.210546874999999,17.728704986572254,0.0902582395498392,1.8732637
Farm B,5pZoDj1jb4rsoRWIplYU,0515vd,,1,46.65,0515vd_11578_2025_01_25_17_14_39_689692_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[185],1578,43.864048,2.785951995849608,2.785951995849608,7.761528523178414,0.059720300018212394,1.8732637
Farm B,5pZoDj1jb4rsoRWIplYU,0515vd,,1,46.65,0515vd_11575_2025_01_25_17_14_39_398162_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[185],1578,43.87,2.780001068115233,2.780001068115233,7.728405938721836,0.059592734579104675,1.8732637
Farm B,5pZoDj1jb4rsoRWIplYU,0515vd,,1,46.65,0515vd_11577_2025_01_25_17_14_39_591402_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[185],1578,44.720295,1.9297050476074205,1.9297050476074205,3.723761570761557,0.04136559587582895,1.8732637
Farm B,5pZoDj1jb4rsoRWIplYU,0515vd,,1,46.65,0515vd_11576_2025_01_25_17_14_39_490210_DEPTH_320_240_1.png,test,run-1,"(40, 55]",[185],1578,43.740997,2.9090026855468736,2.9090026855468736,8.462296624518922,0.06235804256263395,1.8732637
Farm B,BQOXpSHqnWQwq8ThPo3Q,0129az,,1,21.35,0129az_8216_2025_01_25_16_56_30_765440_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[138],1578,23.462923,-2.1129230499267564,2.1129230499267564,4.464443814911786,0.09896595081624152,11.127589
Farm B,BQOXpSHqnWQwq8ThPo3Q,0129az,,1,21.35,0129az_8218_2025_01_25_16_56_30_973261_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[138],1578,20.325245,1.0247550964355483,1.0247550964355483,1.0501230076706298,0.047997896788550265,11.127589
Farm B,BQOXpSHqnWQwq8ThPo3Q,0129az,,1,21.35,0129az_8215_2025_01_25_16_56_30_643931_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[138],1578,19.275684,2.0743156433105483,2.0743156433105483,4.302785388082854,0.0971576413728594,11.127589
Farm B,BQOXpSHqnWQwq8ThPo3Q,0129az,,1,21.35,0129az_8217_2025_01_25_16_56_30_872359_DEPTH_320_240_1.png,test,run-1,"(20, 30]",[138],1578,24.33623,-2.986229324340819,2.986229324340819,8.917565577553024,0.13987022596444115,11.127589
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14712_2025_01_25_17_48_33_307332_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,10.000284,-0.15028419494628942,0.15028419494628942,0.022585339250654323,0.015257278674750196,11.950247
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14714_2025_01_25_17_48_33_512504_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,10.630762,-0.7807621002197269,0.7807621002197269,0.609589457139519,0.07926518783956618,11.950247
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14711_2025_01_25_17_48_33_217181_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,9.454302,0.39569816589355433,0.39569816589355433,0.15657703849152285,0.04017240262878724,11.950247
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14713_2025_01_25_17_48_33_413275_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,10.151457,-0.30145683288574254,0.30145683288574254,0.0908762220935025,0.030604754607689598,11.950247
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14710_2025_01_25_17_48_33_096266_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,10.040729,-0.19072856903076207,0.19072856903076207,0.036377387044522175,0.019363306500584983,11.950247
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14716_2025_01_25_17_48_33_706303_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,12.426525,-2.5765251159667972,2.5765251159667972,6.638481673207718,0.2615761539052586,11.950247
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14715_2025_01_25_17_48_33_606148_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,9.896895,-0.04689540863037145,0.04689540863037145,0.002199179350609517,0.0047609551909006545,11.950247
Farm B,OgNegcEVM4HhddwLNybg,9mf,,0,9.85,9mf_14717_2025_01_25_17_48_33_800217_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[250],1578,8.098805,1.7511945724487301,1.7511945724487301,3.0666824305738904,0.17778625101002338,11.950247
Farm B,QE9mIuQD674D2UPpAuFV,0138az,,1,11.4,0138az_12186_2025_01_25_17_17_59_714037_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[195],1578,11.983963,-0.5839630126953121,0.5839630126953121,0.3410128001961853,0.05122482567502738,4.5761304
Farm B,QE9mIuQD674D2UPpAuFV,0138az,,1,11.4,0138az_12184_2025_01_25_17_17_59_511392_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[195],1578,11.957383,-0.5573831558227536,0.5573831558227536,0.310675982394932,0.04889325928269768,4.5761304
Farm B,QE9mIuQD674D2UPpAuFV,0138az,,1,11.4,0138az_12187_2025_01_25_17_17_59_805123_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[195],1578,12.260689,-0.8606887817382809,0.8606887817382809,0.7407851790101261,0.07549901594195446,4.5761304
Farm B,QE9mIuQD674D2UPpAuFV,0138az,,1,11.4,0138az_12188_2025_01_25_17_17_59_899330_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[195],1578,12.725853,-1.3258529663085934,1.3258529663085934,1.7578860882692962,0.11630289178145556,4.5761304
Farm B,QE9mIuQD674D2UPpAuFV,0138az,,1,11.4,0138az_12185_2025_01_25_17_17_59_609571_DEPTH_320_240_1.png,test,run-1,"(10, 20]",[195],1578,11.213253,0.18674697875976598,0.18674697875976598,0.03487443407590048,0.01638131392629526,4.5761304
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12429_2025_01_25_17_19_04_782960_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,6.3226,2.4774001121521003,2.4774001121521003,6.137511315691239,0.2815227400172841,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12434_2025_01_25_17_19_05_290099_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,6.9833417,1.8166583061218269,1.8166583061218269,3.300247401201425,0.2064384438774803,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12430_2025_01_25_17_19_04_878417_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,7.6558743,1.1441257476806648,1.1441257476806648,1.3090237265058402,0.13001428950916644,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12432_2025_01_25_17_19_05_081473_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,8.473568,0.32643203735351634,0.32643203735351634,0.10655787501076748,0.037094549699263214,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12427_2025_01_25_17_19_04_574410_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,7.7209682,1.0790317535400398,1.0790317535400398,1.1643095251476931,0.12261724472045905,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12435_2025_01_25_17_19_05_389186_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,8.887875,-0.08787460327148366,0.08787460327148366,0.007721945900120647,0.009985750371759507,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12431_2025_01_25_17_19_04_971964_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,7.0201926,1.779807376861573,1.779807376861573,3.167714298730873,0.20225083827972418,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12438_2025_01_25_17_19_05_684610_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,9.419242,-0.6192419052124016,0.6192419052124016,0.383460537171085,0.07036839831959109,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12437_2025_01_25_17_19_05_593839_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,7.529324,1.2706759452819831,1.2706759452819831,1.6146173579182614,0.1443949937820435,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12436_2025_01_25_17_19_05_479556_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,7.1187134,1.6812866210937507,1.6812866210937507,2.8267247022688413,0.19105529785156256,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12439_2025_01_25_17_19_05_780115_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,7.8237076,0.9762924194335945,0.9762924194335945,0.9531468882435016,0.11094232039018118,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12433_2025_01_25_17_19_05_198331_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,8.914775,-0.11477489471435476,0.11477489471435476,0.013173276456691219,0.013042601672085766,12.971528
Farm B,RVkirNZmz5HFP564r21p,0141az,,1,8.8,0141az_12428_2025_01_25_17_19_04_678227_DEPTH_320_240_1.png,test,run-1,"(0, 10]",[199],1578,9.713472,-0.9134723663330071,0.9134723663330071,0.8344317640540235,0.10380367799238716,12.971528
