farm,animal_id,tag,obs,gender,weight,depth,partition,exp,interval,jobs
Farm A,XecbJUsqfMdhylN9te3O,741,,1,35.5,741_17505_2025_01_26_09_31_21_553767_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[297]
Farm A,XecbJUsqfMdhylN9te3O,741,,1,35.5,741_17502_2025_01_26_09_31_21_249692_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[297]
Farm A,XecbJUsqfMdhylN9te3O,741,,1,35.5,741_17501_2025_01_26_09_31_21_161801_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[297]
Farm A,XecbJUsqfMdhylN9te3O,741,,1,35.5,741_17508_2025_01_26_09_31_21_846260_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[297]
Farm A,YgPycFntLEKmrvMhfsZ1,0217,,1,43.5,0217_16008_2025_01_26_09_10_15_616260_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[271]
Farm A,YgPycFntLEKmrvMhfsZ1,0217,,1,43.5,0217_16009_2025_01_26_09_10_15_706238_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[271]
Farm A,YgPycFntLEKmrvMhfsZ1,0217,,1,43.5,0217_16010_2025_01_26_09_10_15_816018_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[271]
Farm A,ZjLmy34arScldX4918cB,0197,,1,43.8,0197_17061_2025_01_26_09_15_30_614631_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[283]
Farm A,ZjLmy34arScldX4918cB,0197,,1,43.8,0197_17060_2025_01_26_09_15_30_519765_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[283]
Farm A,Zv2lIKCAaNOKNYxGFBrO,946,,1,31.95,946_17238_2025_01_26_09_30_34_885112_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[294]
Farm A,Zv2lIKCAaNOKNYxGFBrO,946,,1,31.95,946_17240_2025_01_26_09_30_35_081768_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[294]
Farm A,Zv2lIKCAaNOKNYxGFBrO,946,,1,31.95,946_17243_2025_01_26_09_30_35_389567_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[294]
Farm A,Zv2lIKCAaNOKNYxGFBrO,946,,1,31.95,946_17242_2025_01_26_09_30_35_289450_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[294]
Farm A,Zv2lIKCAaNOKNYxGFBrO,946,,1,31.95,946_17239_2025_01_26_09_30_34_986631_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[294]
Farm A,Zv2lIKCAaNOKNYxGFBrO,946,,1,31.95,946_17237_2025_01_26_09_30_34_777998_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[294]
Farm A,Zv2lIKCAaNOKNYxGFBrO,946,,1,31.95,946_17241_2025_01_26_09_30_35_184680_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[294]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15348_2025_01_26_09_06_10_413511_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15346_2025_01_26_09_06_10_193533_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15350_2025_01_26_09_06_10_631830_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15345_2025_01_26_09_06_10_080029_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15352_2025_01_26_09_06_10_850872_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15347_2025_01_26_09_06_10_309360_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15351_2025_01_26_09_06_10_736531_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bUtJhWnsRz95tbaDaomL,0278,,1,38.85,0278_15349_2025_01_26_09_06_10_522466_DEPTH_320_240_1.png,train,run-1,"(30, 40]",[260]
Farm A,bYHjUprw22BUifnf4ppR,0210,,1,43.55,0210_15746_2025_01_26_09_08_56_474580_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[265]
Farm A,bYHjUprw22BUifnf4ppR,0210,,1,43.55,0210_15745_2025_01_26_09_08_56_354076_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[265]
Farm A,bYHjUprw22BUifnf4ppR,0210,,1,43.55,0210_15747_2025_01_26_09_08_56_585131_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[265]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16101_2025_01_26_09_10_31_485353_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16103_2025_01_26_09_10_31_693657_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16094_2025_01_26_09_10_30_767595_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16089_2025_01_26_09_10_30_275380_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16096_2025_01_26_09_10_30_968828_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16091_2025_01_26_09_10_30_474823_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16092_2025_01_26_09_10_30_576202_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16098_2025_01_26_09_10_31_176850_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16105_2025_01_26_09_10_31_899764_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16106_2025_01_26_09_10_31_998264_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16102_2025_01_26_09_10_31_589342_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16099_2025_01_26_09_10_31_288430_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16100_2025_01_26_09_10_31_388625_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16095_2025_01_26_09_10_30_871936_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16104_2025_01_26_09_10_31_799015_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16088_2025_01_26_09_10_30_166145_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16090_2025_01_26_09_10_30_372698_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16108_2025_01_26_09_10_32_200066_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16107_2025_01_26_09_10_32_095419_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16097_2025_01_26_09_10_31_074175_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,oi4lJkkMf8lv4T5RevB5,0247,,1,46.2,0247_16093_2025_01_26_09_10_30_674199_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[272]
Farm A,pzg54IPMOkRodKUMXEZD,792,,1,26.95,792_17565_2025_01_26_09_31_34_897072_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[298]
Farm A,pzg54IPMOkRodKUMXEZD,792,,1,26.95,792_17563_2025_01_26_09_31_34_696566_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[298]
Farm A,pzg54IPMOkRodKUMXEZD,792,,1,26.95,792_17564_2025_01_26_09_31_34_803800_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[298]
Farm A,pzg54IPMOkRodKUMXEZD,792,,1,26.95,792_17562_2025_01_26_09_31_34_599747_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[298]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16209_2025_01_26_09_10_59_598465_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16212_2025_01_26_09_10_59_923224_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16213_2025_01_26_09_11_00_029124_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16211_2025_01_26_09_10_59_811847_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16206_2025_01_26_09_10_59_289045_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16199_2025_01_26_09_10_58_573843_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16210_2025_01_26_09_10_59_700612_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16208_2025_01_26_09_10_59_489109_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16205_2025_01_26_09_10_59_176928_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16202_2025_01_26_09_10_58_866746_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16204_2025_01_26_09_10_59_068278_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16201_2025_01_26_09_10_58_767753_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16203_2025_01_26_09_10_58_973391_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16207_2025_01_26_09_10_59_389048_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,rUczda4wQzhUncdK1sJD,909,,1,24.8,909_16200_2025_01_26_09_10_58_673138_DEPTH_320_240_1.png,train,run-1,"(20, 30]",[273]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17159_2025_01_26_09_30_18_377088_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17163_2025_01_26_09_30_18_776093_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17160_2025_01_26_09_30_18_483055_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17158_2025_01_26_09_30_18_274269_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17161_2025_01_26_09_30_18_579621_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17157_2025_01_26_09_30_18_180858_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17162_2025_01_26_09_30_18_677695_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17156_2025_01_26_09_30_18_082256_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17155_2025_01_26_09_30_17_981813_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,vT37YfkHt1OCxqO67z0v,0057,,1,42.5,0057_17154_2025_01_26_09_30_17_879255_DEPTH_320_240_1.png,train,run-1,"(40, 55]",[293]
Farm A,0H0P02DmDniAyI9krMhA,1001,,0,7.7,1001_3686_2025_01_25_10_58_58_463967_DEPTH_320_240_1.png,train,run-1,"(0, 10]",[65]
Farm A,0H0P02DmDniAyI9krMhA,1001,,0,7.7,1001_3674_2025_01_25_10_58_57_217825_DEPTH_320_240_1.png,train,run-1,"(0, 10]",[65]
