farm,animal_id,weight,woolLevel,score,captured_at_as_min,depth,unexpected_behavior,gender
Farm A,50xh6D7LBGadWaZkTrFj,33.6,2.0,4.0,571,963_17440_2025_01_26_09_31_08_546392_DEPTH_320_240_1.png,False,1
Farm A,50xh6D7LBGadWaZkTrFj,33.6,2.0,4.0,571,963_17438_2025_01_26_09_31_08_347990_DEPTH_320_240_1.png,False,1
Farm A,50xh6D7LBGadWaZkTrFj,33.6,2.0,4.0,571,963_17433_2025_01_26_09_31_07_835881_DEPTH_320_240_1.png,False,1
Farm A,50xh6D7LBGadWaZkTrFj,33.6,2.0,4.0,571,963_17437_2025_01_26_09_31_08_247807_DEPTH_320_240_1.png,False,1
Farm A,50xh6D7LBGadWaZkTrFj,33.6,2.0,4.0,571,963_17434_2025_01_26_09_31_07_931844_DEPTH_320_240_1.png,False,1
Farm A,50xh6D7LBGadWaZkTrFj,33.6,2.0,4.0,571,963_17441_2025_01_26_09_31_08_648154_DEPTH_320_240_1.png,False,1
Farm A,50xh6D7LBGadWaZkTrFj,33.6,2.0,4.0,571,963_17442_2025_01_26_09_31_08_750178_DEPTH_320_240_1.png,False,1
Farm A,7zwr9US7A5THB053bhAB,38.55,2.0,4.0,545,796_15263_2025_01_26_09_05_13_240018_DEPTH_320_240_1.png,False,1
Farm A,7zwr9US7A5THB053bhAB,38.55,2.0,4.0,545,796_15260_2025_01_26_09_05_12_930657_DEPTH_320_240_1.png,False,1
Farm A,7zwr9US7A5THB053bhAB,38.55,2.0,4.0,545,796_15261_2025_01_26_09_05_13_040303_DEPTH_320_240_1.png,False,1
Farm A,7zwr9US7A5THB053bhAB,38.55,2.0,4.0,545,796_15262_2025_01_26_09_05_13_141109_DEPTH_320_240_1.png,False,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16971_2025_01_26_09_15_00_917193_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16969_2025_01_26_09_15_00_725461_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16966_2025_01_26_09_15_00_405262_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16965_2025_01_26_09_15_00_300809_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16973_2025_01_26_09_15_01_100369_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16968_2025_01_26_09_15_00_623991_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16970_2025_01_26_09_15_00_826242_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16967_2025_01_26_09_15_00_525285_DEPTH_320_240_1.png,True,1
Farm A,Ab2zgcGrTLWr1TAd5mY3,46.8,,3.0,555,002_16972_2025_01_26_09_15_01_006181_DEPTH_320_240_1.png,True,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15855_2025_01_26_09_09_26_677689_DEPTH_320_240_1.png,False,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15851_2025_01_26_09_09_26_280280_DEPTH_320_240_1.png,False,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15852_2025_01_26_09_09_26_381725_DEPTH_320_240_1.png,False,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15850_2025_01_26_09_09_26_178957_DEPTH_320_240_1.png,False,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15856_2025_01_26_09_09_26_769537_DEPTH_320_240_1.png,False,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15853_2025_01_26_09_09_26_485414_DEPTH_320_240_1.png,False,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15857_2025_01_26_09_09_26_863501_DEPTH_320_240_1.png,False,1
Farm A,AhSR4roP4QDZ20kPbuYf,34.5,1.0,3.0,549,919_15854_2025_01_26_09_09_26_581080_DEPTH_320_240_1.png,False,1
Farm A,Ahk7H4mnwdaJbN1FCxdR,33.45,2.0,3.0,549,918_15801_2025_01_26_09_09_16_063518_DEPTH_320_240_1.png,False,1
Farm A,Ahk7H4mnwdaJbN1FCxdR,33.45,2.0,3.0,549,918_15803_2025_01_26_09_09_16_256934_DEPTH_320_240_1.png,False,1
Farm A,Ahk7H4mnwdaJbN1FCxdR,33.45,2.0,3.0,549,918_15800_2025_01_26_09_09_15_945344_DEPTH_320_240_1.png,False,1
Farm A,Ahk7H4mnwdaJbN1FCxdR,33.45,2.0,3.0,549,918_15799_2025_01_26_09_09_15_850842_DEPTH_320_240_1.png,False,1
Farm A,Ahk7H4mnwdaJbN1FCxdR,33.45,2.0,3.0,549,918_15798_2025_01_26_09_09_15_738744_DEPTH_320_240_1.png,False,1
Farm A,Ahk7H4mnwdaJbN1FCxdR,33.45,2.0,3.0,549,918_15802_2025_01_26_09_09_16_160990_DEPTH_320_240_1.png,False,1
Farm A,GkA0oi5FvGWWr0y5wyAI,32.3,1.0,3.0,548,970_15685_2025_01_26_09_08_44_299434_DEPTH_320_240_1.png,False,1
Farm A,GkA0oi5FvGWWr0y5wyAI,32.3,1.0,3.0,548,970_15684_2025_01_26_09_08_44_194913_DEPTH_320_240_1.png,False,1
Farm A,GkA0oi5FvGWWr0y5wyAI,32.3,1.0,3.0,548,970_15686_2025_01_26_09_08_44_392411_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17350_2025_01_26_09_30_50_631396_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17351_2025_01_26_09_30_50_722658_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17355_2025_01_26_09_30_51_118783_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17348_2025_01_26_09_30_50_436286_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17354_2025_01_26_09_30_51_014436_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17352_2025_01_26_09_30_50_815491_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17353_2025_01_26_09_30_50_915620_DEPTH_320_240_1.png,False,1
Farm A,GuTDJcCQEX4vPQFYzYJT,27.3,1.0,4.0,570,943_17349_2025_01_26_09_30_50_538876_DEPTH_320_240_1.png,False,1
Farm A,He5mbbefFwT6UNaupcqW,35.55,1.0,4.0,552,903_16562_2025_01_26_09_12_49_569119_DEPTH_320_240_1.png,False,1
Farm A,He5mbbefFwT6UNaupcqW,35.55,1.0,4.0,552,903_16560_2025_01_26_09_12_49_373404_DEPTH_320_240_1.png,False,1
Farm A,He5mbbefFwT6UNaupcqW,35.55,1.0,4.0,552,903_16561_2025_01_26_09_12_49_471789_DEPTH_320_240_1.png,False,1
Farm A,He5mbbefFwT6UNaupcqW,35.55,1.0,4.0,552,903_16563_2025_01_26_09_12_49_665083_DEPTH_320_240_1.png,False,1
Farm A,He5mbbefFwT6UNaupcqW,35.55,1.0,4.0,552,903_16559_2025_01_26_09_12_49_263018_DEPTH_320_240_1.png,False,1
Farm A,KjCHeZr1MV7dUg3sCPqA,25.25,0.0,4.0,549,0954_15907_2025_01_26_09_09_53_448058_DEPTH_320_240_1.png,False,1
Farm A,KjCHeZr1MV7dUg3sCPqA,25.25,0.0,4.0,549,0954_15909_2025_01_26_09_09_53_653499_DEPTH_320_240_1.png,False,1
Farm A,KjCHeZr1MV7dUg3sCPqA,25.25,0.0,4.0,549,0954_15906_2025_01_26_09_09_53_348906_DEPTH_320_240_1.png,False,1
Farm A,KjCHeZr1MV7dUg3sCPqA,25.25,0.0,4.0,549,0954_15904_2025_01_26_09_09_53_138183_DEPTH_320_240_1.png,False,1
Farm A,KjCHeZr1MV7dUg3sCPqA,25.25,0.0,4.0,549,0954_15903_2025_01_26_09_09_53_038001_DEPTH_320_240_1.png,False,1
Farm A,KjCHeZr1MV7dUg3sCPqA,25.25,0.0,4.0,549,0954_15908_2025_01_26_09_09_53_552860_DEPTH_320_240_1.png,False,1
Farm A,KjCHeZr1MV7dUg3sCPqA,25.25,0.0,4.0,549,0954_15905_2025_01_26_09_09_53_245248_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15123_2025_01_26_09_04_30_830370_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15127_2025_01_26_09_04_31_218851_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15135_2025_01_26_09_04_32_010286_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15133_2025_01_26_09_04_31_815328_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15125_2025_01_26_09_04_31_027521_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15122_2025_01_26_09_04_30_723966_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15124_2025_01_26_09_04_30_923520_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15130_2025_01_26_09_04_31_513283_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15128_2025_01_26_09_04_31_316783_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15131_2025_01_26_09_04_31_624157_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15129_2025_01_26_09_04_31_416722_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15126_2025_01_26_09_04_31_123692_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15132_2025_01_26_09_04_31_718578_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15134_2025_01_26_09_04_31_914985_DEPTH_320_240_1.png,False,1
Farm A,OXkEYT36NMADvZaMMGn8,51.95,1.0,2.0,544,0262_15136_2025_01_26_09_04_32_106834_DEPTH_320_240_1.png,False,1
Farm A,U2XLE8n90tGoBEWKHPrJ,33.35,1.0,2.0,554,0050_16780_2025_01_26_09_14_00_279729_DEPTH_320_240_1.png,False,1
Farm A,U2XLE8n90tGoBEWKHPrJ,33.35,1.0,2.0,554,0050_16782_2025_01_26_09_14_00_496788_DEPTH_320_240_1.png,False,1
Farm A,U2XLE8n90tGoBEWKHPrJ,33.35,1.0,2.0,554,0050_16783_2025_01_26_09_14_00_599472_DEPTH_320_240_1.png,False,1
Farm A,U2XLE8n90tGoBEWKHPrJ,33.35,1.0,2.0,554,0050_16781_2025_01_26_09_14_00_390757_DEPTH_320_240_1.png,False,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17507_2025_01_26_09_31_21_749880_DEPTH_320_240_1.png,True,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17503_2025_01_26_09_31_21_358424_DEPTH_320_240_1.png,True,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17506_2025_01_26_09_31_21_655812_DEPTH_320_240_1.png,True,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17504_2025_01_26_09_31_21_450395_DEPTH_320_240_1.png,True,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17505_2025_01_26_09_31_21_553767_DEPTH_320_240_1.png,True,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17502_2025_01_26_09_31_21_249692_DEPTH_320_240_1.png,True,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17501_2025_01_26_09_31_21_161801_DEPTH_320_240_1.png,True,1
Farm A,XecbJUsqfMdhylN9te3O,35.5,0.0,3.0,571,741_17508_2025_01_26_09_31_21_846260_DEPTH_320_240_1.png,True,1
Farm A,YgPycFntLEKmrvMhfsZ1,43.5,2.0,2.0,550,0217_16008_2025_01_26_09_10_15_616260_DEPTH_320_240_1.png,False,1
Farm A,YgPycFntLEKmrvMhfsZ1,43.5,2.0,2.0,550,0217_16009_2025_01_26_09_10_15_706238_DEPTH_320_240_1.png,False,1
Farm A,YgPycFntLEKmrvMhfsZ1,43.5,2.0,2.0,550,0217_16010_2025_01_26_09_10_15_816018_DEPTH_320_240_1.png,False,1
Farm A,ZjLmy34arScldX4918cB,43.8,1.0,2.0,555,0197_17061_2025_01_26_09_15_30_614631_DEPTH_320_240_1.png,False,1
Farm A,ZjLmy34arScldX4918cB,43.8,1.0,2.0,555,0197_17060_2025_01_26_09_15_30_519765_DEPTH_320_240_1.png,False,1
Farm A,Zv2lIKCAaNOKNYxGFBrO,31.95,1.0,3.0,570,946_17238_2025_01_26_09_30_34_885112_DEPTH_320_240_1.png,False,1
Farm A,Zv2lIKCAaNOKNYxGFBrO,31.95,1.0,3.0,570,946_17240_2025_01_26_09_30_35_081768_DEPTH_320_240_1.png,False,1
Farm A,Zv2lIKCAaNOKNYxGFBrO,31.95,1.0,3.0,570,946_17243_2025_01_26_09_30_35_389567_DEPTH_320_240_1.png,False,1
Farm A,Zv2lIKCAaNOKNYxGFBrO,31.95,1.0,3.0,570,946_17242_2025_01_26_09_30_35_289450_DEPTH_320_240_1.png,False,1
Farm A,Zv2lIKCAaNOKNYxGFBrO,31.95,1.0,3.0,570,946_17239_2025_01_26_09_30_34_986631_DEPTH_320_240_1.png,False,1
Farm A,Zv2lIKCAaNOKNYxGFBrO,31.95,1.0,3.0,570,946_17237_2025_01_26_09_30_34_777998_DEPTH_320_240_1.png,False,1
Farm A,Zv2lIKCAaNOKNYxGFBrO,31.95,1.0,3.0,570,946_17241_2025_01_26_09_30_35_184680_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15348_2025_01_26_09_06_10_413511_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15346_2025_01_26_09_06_10_193533_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15350_2025_01_26_09_06_10_631830_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15345_2025_01_26_09_06_10_080029_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15352_2025_01_26_09_06_10_850872_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15347_2025_01_26_09_06_10_309360_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15351_2025_01_26_09_06_10_736531_DEPTH_320_240_1.png,False,1
Farm A,bUtJhWnsRz95tbaDaomL,38.85,1.0,3.0,546,0278_15349_2025_01_26_09_06_10_522466_DEPTH_320_240_1.png,False,1
Farm A,bYHjUprw22BUifnf4ppR,43.55,0.0,3.0,548,0210_15746_2025_01_26_09_08_56_474580_DEPTH_320_240_1.png,True,1
Farm A,bYHjUprw22BUifnf4ppR,43.55,0.0,3.0,548,0210_15745_2025_01_26_09_08_56_354076_DEPTH_320_240_1.png,True,1
Farm A,bYHjUprw22BUifnf4ppR,43.55,0.0,3.0,548,0210_15747_2025_01_26_09_08_56_585131_DEPTH_320_240_1.png,True,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16101_2025_01_26_09_10_31_485353_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16103_2025_01_26_09_10_31_693657_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16094_2025_01_26_09_10_30_767595_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16089_2025_01_26_09_10_30_275380_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16096_2025_01_26_09_10_30_968828_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16091_2025_01_26_09_10_30_474823_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16092_2025_01_26_09_10_30_576202_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16098_2025_01_26_09_10_31_176850_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16105_2025_01_26_09_10_31_899764_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16106_2025_01_26_09_10_31_998264_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16102_2025_01_26_09_10_31_589342_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16099_2025_01_26_09_10_31_288430_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16100_2025_01_26_09_10_31_388625_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16095_2025_01_26_09_10_30_871936_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16104_2025_01_26_09_10_31_799015_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16088_2025_01_26_09_10_30_166145_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16090_2025_01_26_09_10_30_372698_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16108_2025_01_26_09_10_32_200066_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16107_2025_01_26_09_10_32_095419_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16097_2025_01_26_09_10_31_074175_DEPTH_320_240_1.png,False,1
Farm A,oi4lJkkMf8lv4T5RevB5,46.2,2.0,3.0,550,0247_16093_2025_01_26_09_10_30_674199_DEPTH_320_240_1.png,False,1
Farm A,pzg54IPMOkRodKUMXEZD,26.95,0.0,3.0,571,792_17565_2025_01_26_09_31_34_897072_DEPTH_320_240_1.png,False,1
Farm A,pzg54IPMOkRodKUMXEZD,26.95,0.0,3.0,571,792_17563_2025_01_26_09_31_34_696566_DEPTH_320_240_1.png,False,1
Farm A,pzg54IPMOkRodKUMXEZD,26.95,0.0,3.0,571,792_17564_2025_01_26_09_31_34_803800_DEPTH_320_240_1.png,False,1
Farm A,pzg54IPMOkRodKUMXEZD,26.95,0.0,3.0,571,792_17562_2025_01_26_09_31_34_599747_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16209_2025_01_26_09_10_59_598465_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16212_2025_01_26_09_10_59_923224_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,551,909_16213_2025_01_26_09_11_00_029124_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16211_2025_01_26_09_10_59_811847_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16206_2025_01_26_09_10_59_289045_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16199_2025_01_26_09_10_58_573843_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16210_2025_01_26_09_10_59_700612_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16208_2025_01_26_09_10_59_489109_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16205_2025_01_26_09_10_59_176928_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16202_2025_01_26_09_10_58_866746_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16204_2025_01_26_09_10_59_068278_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16201_2025_01_26_09_10_58_767753_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16203_2025_01_26_09_10_58_973391_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16207_2025_01_26_09_10_59_389048_DEPTH_320_240_1.png,False,1
Farm A,rUczda4wQzhUncdK1sJD,24.8,1.0,4.0,550,909_16200_2025_01_26_09_10_58_673138_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17159_2025_01_26_09_30_18_377088_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17163_2025_01_26_09_30_18_776093_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17160_2025_01_26_09_30_18_483055_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17158_2025_01_26_09_30_18_274269_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17161_2025_01_26_09_30_18_579621_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17157_2025_01_26_09_30_18_180858_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17162_2025_01_26_09_30_18_677695_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17156_2025_01_26_09_30_18_082256_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17155_2025_01_26_09_30_17_981813_DEPTH_320_240_1.png,False,1
Farm A,vT37YfkHt1OCxqO67z0v,42.5,0.0,2.0,570,0057_17154_2025_01_26_09_30_17_879255_DEPTH_320_240_1.png,False,1
Farm A,0H0P02DmDniAyI9krMhA,7.7,0.0,5.0,658,1001_3686_2025_01_25_10_58_58_463967_DEPTH_320_240_1.png,False,0
Farm A,0H0P02DmDniAyI9krMhA,7.7,0.0,5.0,658,1001_3674_2025_01_25_10_58_57_217825_DEPTH_320_240_1.png,False,0
Farm A,0H0P02DmDniAyI9krMhA,7.7,0.0,5.0,658,1001_3677_2025_01_25_10_58_57_534332_DEPTH_320_240_1.png,False,0
Farm A,0H0P02DmDniAyI9krMhA,7.7,0.0,5.0,658,1001_3672_2025_01_25_10_58_57_012022_DEPTH_320_240_1.png,False,0
Farm A,0H0P02DmDniAyI9krMhA,7.7,0.0,5.0,658,1001_3693_2025_01_25_10_58_59_198098_DEPTH_320_240_1.png,False,0
